id,diagram_type,source_file,instruction,input,output,text
ex-00517,state,plantuml_state_diagrams_training.jsonl,Create a concurrent state diagram with vertical separator,,"@startuml
[*] --> Active

state Active {
  [*] -> NumLockOff
  NumLockOff --> NumLockOn : EvNumLockPressed
  NumLockOn --> NumLockOff : EvNumLockPressed
  ||
  [*] -> CapsLockOff
  CapsLockOff --> CapsLockOn : EvCapsLockPressed
  CapsLockOn --> CapsLockOff : EvCapsLockPressed
  ||
  [*] -> ScrollLockOff
  ScrollLockOff --> ScrollLockOn : EvScrollLockPressed
  ScrollLockOn --> ScrollLockOff : EvScrollLockPressed
}
@enduml","Diagram type: state
Instruction: Create a concurrent state diagram with vertical separator
PlantUML output:
@startuml
[*] --> Active

state Active {
  [*] -> NumLockOff
  NumLockOff --> NumLockOn : EvNumLockPressed
  NumLockOn --> NumLockOff : EvNumLockPressed
  ||
  [*] -> CapsLockOff
  CapsLockOff --> CapsLockOn : EvCapsLockPressed
  CapsLockOn --> CapsLockOff : EvCapsLockPressed
  ||
  [*] -> ScrollLockOff
  ScrollLockOff --> ScrollLockOn : EvScrollLockPressed
  ScrollLockOn --> ScrollLockOff : EvScrollLockPressed
}
@enduml"
ex-00518,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with conditional choice stereotype,,"@startuml
state ""Req(Id)"" as ReqId <<sdlreceive>>
state ""Minor(Id)"" as MinorId
state ""Major(Id)"" as MajorId

state c <<choice>>

Idle --> ReqId
ReqId --> c
c --> MinorId : [Id <= 10]
c --> MajorId : [Id > 10]
@enduml","Diagram type: state
Instruction: Generate a state diagram with conditional choice stereotype
PlantUML output:
@startuml
state ""Req(Id)"" as ReqId <<sdlreceive>>
state ""Minor(Id)"" as MinorId
state ""Major(Id)"" as MajorId

state c <<choice>>

Idle --> ReqId
ReqId --> c
c --> MinorId : [Id <= 10]
c --> MajorId : [Id > 10]
@enduml"
ex-00519,state,plantuml_state_diagrams_training.jsonl,Create a state diagram showing all stereotype types,,"@startuml
state start1 <<start>>
state choice1 <<choice>>
state fork1 <<fork>>
state join2 <<join>>
state end3 <<end>>

[*] --> choice1 : from start\nto choice
start1 --> choice1 : from start stereo\nto choice

choice1 --> fork1 : from choice\nto fork
choice1 --> join2 : from choice\nto join
choice1 --> end3 : from choice\nto end stereo

fork1 ---> State1 : from fork\nto state
fork1 --> State2 : from fork\nto state

State2 --> join2 : from state\nto join
State1 --> [*] : from state\nto end

join2 --> [*] : from join\nto end
@enduml","Diagram type: state
Instruction: Create a state diagram showing all stereotype types
PlantUML output:
@startuml
state start1 <<start>>
state choice1 <<choice>>
state fork1 <<fork>>
state join2 <<join>>
state end3 <<end>>

[*] --> choice1 : from start\nto choice
start1 --> choice1 : from start stereo\nto choice

choice1 --> fork1 : from choice\nto fork
choice1 --> join2 : from choice\nto join
choice1 --> end3 : from choice\nto end stereo

fork1 ---> State1 : from fork\nto state
fork1 --> State2 : from fork\nto state

State2 --> join2 : from state\nto join
State1 --> [*] : from state\nto end

join2 --> [*] : from join\nto end
@enduml"
ex-00520,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with entry and exit points,,"@startuml
state Somp {
  state entry1 <<entryPoint>>
  state entry2 <<entryPoint>>
  state sin
  entry1 --> sin
  entry2 -> sin
  sin -> sin2
  sin2 --> exitA <<exitPoint>>
}

[*] --> entry1
exitA --> Foo
Foo1 -> entry2
@enduml","Diagram type: state
Instruction: Generate a state diagram with entry and exit points
PlantUML output:
@startuml
state Somp {
  state entry1 <<entryPoint>>
  state entry2 <<entryPoint>>
  state sin
  entry1 --> sin
  entry2 -> sin
  sin -> sin2
  sin2 --> exitA <<exitPoint>>
}

[*] --> entry1
exitA --> Foo
Foo1 -> entry2
@enduml"
ex-00521,state,plantuml_state_diagrams_training.jsonl,Create a state diagram with input and output pins,,"@startuml
state Somp {
  state entry1 <<inputPin>>
  state entry2 <<inputPin>>
  state sin
  entry1 --> sin
  entry2 -> sin
  sin -> sin2
  sin2 --> exitA <<outputPin>>
}

[*] --> entry1
exitA --> Foo
Foo1 -> entry2
@enduml","Diagram type: state
Instruction: Create a state diagram with input and output pins
PlantUML output:
@startuml
state Somp {
  state entry1 <<inputPin>>
  state entry2 <<inputPin>>
  state sin
  entry1 --> sin
  entry2 -> sin
  sin -> sin2
  sin2 --> exitA <<outputPin>>
}

[*] --> entry1
exitA --> Foo
Foo1 -> entry2
@enduml"
ex-00522,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with expansion input and output,,"@startuml
state Somp {
  state entry1 <<expansionInput>>
  state entry2 <<expansionInput>>
  state sin
  entry1 --> sin
  entry2 -> sin
  sin -> sin2
  sin2 --> exitA <<expansionOutput>>
}

[*] --> entry1
exitA --> Foo
Foo1 -> entry2
@enduml","Diagram type: state
Instruction: Generate a state diagram with expansion input and output
PlantUML output:
@startuml
state Somp {
  state entry1 <<expansionInput>>
  state entry2 <<expansionInput>>
  state sin
  entry1 --> sin
  entry2 -> sin
  sin -> sin2
  sin2 --> exitA <<expansionOutput>>
}

[*] --> entry1
exitA --> Foo
Foo1 -> entry2
@enduml"
ex-00523,state,plantuml_state_diagrams_training.jsonl,Create a state diagram with directional arrows,,"@startuml
[*] -up-> First
First -right-> Second
Second --> Third
Third -left-> Last
@enduml","Diagram type: state
Instruction: Create a state diagram with directional arrows
PlantUML output:
@startuml
[*] -up-> First
First -right-> Second
Second --> Third
Third -left-> Last
@enduml"
ex-00524,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with colored and styled transition lines,,"@startuml
State S1
State S2
S1 -[#DD00AA]-> S2
S1 -left[#yellow]-> S3
S1 -up[#red,dashed]-> S4
S1 -right[dotted,#blue]-> S5

X1 -[dashed]-> X2
Z1 -[dotted]-> Z2
Y1 -[#blue,bold]-> Y2
@enduml","Diagram type: state
Instruction: Generate a state diagram with colored and styled transition lines
PlantUML output:
@startuml
State S1
State S2
S1 -[#DD00AA]-> S2
S1 -left[#yellow]-> S3
S1 -up[#red,dashed]-> S4
S1 -right[dotted,#blue]-> S5

X1 -[dashed]-> X2
Z1 -[dotted]-> Z2
Y1 -[#blue,bold]-> Y2
@enduml"
ex-00525,state,plantuml_state_diagrams_training.jsonl,Create a state diagram with notes,,"@startuml
[*] --> Active
Active --> Inactive

note left of Active : this is a short\nnote

note right of Inactive
  A note can also
  be defined on
  several lines
end note
@enduml","Diagram type: state
Instruction: Create a state diagram with notes
PlantUML output:
@startuml
[*] --> Active
Active --> Inactive

note left of Active : this is a short\nnote

note right of Inactive
  A note can also
  be defined on
  several lines
end note
@enduml"
ex-00526,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with a floating note,,"@startuml
state foo
note ""This is a floating note"" as N1
@enduml","Diagram type: state
Instruction: Generate a state diagram with a floating note
PlantUML output:
@startuml
state foo
note ""This is a floating note"" as N1
@enduml"
ex-00527,state,plantuml_state_diagrams_training.jsonl,Create a state diagram with a note on a state transition,,"@startuml
[*] -> State1
State1 --> State2
note on link
  this is a state-transition note
end note
@enduml","Diagram type: state
Instruction: Create a state diagram with a note on a state transition
PlantUML output:
@startuml
[*] -> State1
State1 --> State2
note on link
  this is a state-transition note
end note
@enduml"
ex-00528,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with a note on a composite state,,"@startuml
[*] --> NotShooting

state ""Not Shooting State"" as NotShooting {
  state ""Idle mode"" as Idle
  state ""Configuring mode"" as Configuring
  [*] --> Idle
  Idle --> Configuring : EvConfig
  Configuring --> Idle : EvConfig
}

note right of NotShooting : This is a note on a composite state
@enduml","Diagram type: state
Instruction: Generate a state diagram with a note on a composite state
PlantUML output:
@startuml
[*] --> NotShooting

state ""Not Shooting State"" as NotShooting {
  state ""Idle mode"" as Idle
  state ""Configuring mode"" as Configuring
  [*] --> Idle
  Idle --> Configuring : EvConfig
  Configuring --> Idle : EvConfig
}

note right of NotShooting : This is a note on a composite state
@enduml"
ex-00529,state,plantuml_state_diagrams_training.jsonl,Create a state diagram with inline colors for states,,"@startuml
state CurrentSite #pink {
  state HardwareSetup #lightblue {
    state Site #brown
    Site -[hidden]-> Controller
    Controller -[hidden]-> Devices
  }
  state PresentationSetup{
    Groups -[hidden]-> PlansAndGraphics
  }
  state Trends #FFFF77
  state Schedule #magenta
  state AlarmSupression
}
@enduml","Diagram type: state
Instruction: Create a state diagram with inline colors for states
PlantUML output:
@startuml
state CurrentSite #pink {
  state HardwareSetup #lightblue {
    state Site #brown
    Site -[hidden]-> Controller
    Controller -[hidden]-> Devices
  }
  state PresentationSetup{
    Groups -[hidden]-> PlansAndGraphics
  }
  state Trends #FFFF77
  state Schedule #magenta
  state AlarmSupression
}
@enduml"
ex-00530,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with skinparam styling,,"@startuml
skinparam backgroundColor LightYellow
skinparam state {
  StartColor MediumBlue
  EndColor Red
  BackgroundColor Peru
  BackgroundColor<<Warning>> Olive
  BorderColor Gray
  FontName Impact
}

[*] --> NotShooting

state ""Not Shooting State"" as NotShooting {
  state ""Idle mode"" as Idle <<Warning>>
  state ""Configuring mode"" as Configuring
  [*] --> Idle
  Idle --> Configuring : EvConfig
  Configuring --> Idle : EvConfig
}

NotShooting --> [*]
@enduml","Diagram type: state
Instruction: Generate a state diagram with skinparam styling
PlantUML output:
@startuml
skinparam backgroundColor LightYellow
skinparam state {
  StartColor MediumBlue
  EndColor Red
  BackgroundColor Peru
  BackgroundColor<<Warning>> Olive
  BorderColor Gray
  FontName Impact
}

[*] --> NotShooting

state ""Not Shooting State"" as NotShooting {
  state ""Idle mode"" as Idle <<Warning>>
  state ""Configuring mode"" as Configuring
  [*] --> Idle
  Idle --> Configuring : EvConfig
  Configuring --> Idle : EvConfig
}

NotShooting --> [*]
@enduml"
ex-00531,state,plantuml_state_diagrams_training.jsonl,Create a state diagram with style block for customization,,"@startuml
<style>
stateDiagram {
  BackgroundColor Peru
  FontName Impact
  FontColor Red
  arrow {
    FontSize 13
    LineColor Blue
  }
}
</style>

[*] --> NotShooting

state ""Not Shooting State"" as NotShooting {
  state ""Idle mode"" as Idle <<Warning>>
  state ""Configuring mode"" as Configuring
  [*] --> Idle
  Idle --> Configuring : EvConfig
  Configuring --> Idle : EvConfig
}

NotShooting --> [*]
@enduml","Diagram type: state
Instruction: Create a state diagram with style block for customization
PlantUML output:
@startuml
<style>
stateDiagram {
  BackgroundColor Peru
  FontName Impact
  FontColor Red
  arrow {
    FontSize 13
    LineColor Blue
  }
}
</style>

[*] --> NotShooting

state ""Not Shooting State"" as NotShooting {
  state ""Idle mode"" as Idle <<Warning>>
  state ""Configuring mode"" as Configuring
  [*] --> Idle
  Idle --> Configuring : EvConfig
  Configuring --> Idle : EvConfig
}

NotShooting --> [*]
@enduml"
ex-00532,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with styled diamond (choice) elements,,"@startuml
<style>
diamond {
  BackgroundColor #palegreen
  LineColor #green
  LineThickness 2.5
}
</style>

state state1
state state2
state choice1 <<choice>>
state end3 <<end>>

state1 --> choice1 : 1
choice1 --> state2 : 2
choice1 --> end3 : 3
@enduml","Diagram type: state
Instruction: Generate a state diagram with styled diamond (choice) elements
PlantUML output:
@startuml
<style>
diamond {
  BackgroundColor #palegreen
  LineColor #green
  LineThickness 2.5
}
</style>

state state1
state state2
state choice1 <<choice>>
state end3 <<end>>

state1 --> choice1 : 1
choice1 --> state2 : 2
choice1 --> end3 : 3
@enduml"
ex-00533,state,plantuml_state_diagrams_training.jsonl,Create a state diagram with gradient and styled state colors,,"@startuml
state FooGradient #red-green ##00FFFF
state FooDashed #red|green ##[dashed]blue {
}
state FooDotted ##[dotted]blue {
}
state FooBold ##[bold] {
}

state Foo1 ##[dotted]green {
  state inner1 ##[dotted]yellow
}

state out ##[dotted]gold

state Foo2 ##[bold]green {
  state inner2 ##[dotted]yellow
}

inner1 -> inner2
out -> inner2
@enduml","Diagram type: state
Instruction: Create a state diagram with gradient and styled state colors
PlantUML output:
@startuml
state FooGradient #red-green ##00FFFF
state FooDashed #red|green ##[dashed]blue {
}
state FooDotted ##[dotted]blue {
}
state FooBold ##[bold] {
}

state Foo1 ##[dotted]green {
  state inner1 ##[dotted]yellow
}

state out ##[dotted]gold

state Foo2 ##[bold]green {
  state inner2 ##[dotted]yellow
}

inner1 -> inner2
out -> inner2
@enduml"
ex-00534,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with complex inline styling using semicolon notation,,"@startuml
state s1 : s1 description
state s2 #pink;line:red;line.bold;text:red : s2 description
state s3 #palegreen;line:green;line.dashed;text:green : s3 description
state s4 #aliceblue;line:blue;line.dotted;text:blue : s4 description
@enduml","Diagram type: state
Instruction: Generate a state diagram with complex inline styling using semicolon notation
PlantUML output:
@startuml
state s1 : s1 description
state s2 #pink;line:red;line.bold;text:red : s2 description
state s3 #palegreen;line:green;line.dashed;text:green : s3 description
state s4 #aliceblue;line:blue;line.dotted;text:blue : s4 description
@enduml"
ex-00535,state,plantuml_state_diagrams_training.jsonl,Create a state diagram using state aliases for readability,,"@startuml
state alias1
state ""alias2""
state ""long name"" as alias3
state alias4 as ""long name""

alias1 : """"state alias1""""
alias2 : """"state ""alias2""""""
alias3 : """"state ""long name"" as alias3""""
alias4 : """"state alias4 as ""long name""""""

alias1 -> alias2
alias2 -> alias3
alias3 -> alias4
@enduml","Diagram type: state
Instruction: Create a state diagram using state aliases for readability
PlantUML output:
@startuml
state alias1
state ""alias2""
state ""long name"" as alias3
state alias4 as ""long name""

alias1 : """"state alias1""""
alias2 : """"state ""alias2""""""
alias3 : """"state ""long name"" as alias3""""
alias4 : """"state alias4 as ""long name""""""

alias1 -> alias2
alias2 -> alias3
alias3 -> alias4
@enduml"
ex-00536,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with JSON data display,,"@startuml
state ""A"" as stateA
state ""C"" as stateC {
  state B
}

json jsonJ {
  ""fruit"":""Apple"",
  ""size"":""Large"",
  ""color"": [""Red"", ""Green""]
}
@enduml","Diagram type: state
Instruction: Generate a state diagram with JSON data display
PlantUML output:
@startuml
state ""A"" as stateA
state ""C"" as stateC {
  state B
}

json jsonJ {
  ""fruit"":""Apple"",
  ""size"":""Large"",
  ""color"": [""Red"", ""Green""]
}
@enduml"
ex-00537,state,plantuml_state_diagrams_training.jsonl,Create a state diagram with state descriptions in various formats,,"@startuml
hide empty description

state s0

state ""This is the State 1"" as s1 {
  s1: State description
  state s2
  state s3: long descr.
  state s4
  s4: long descr.
}

[*] -> s0
s0 --> s2
s2 -> s3
s3 -> s4
@enduml","Diagram type: state
Instruction: Create a state diagram with state descriptions in various formats
PlantUML output:
@startuml
hide empty description

state s0

state ""This is the State 1"" as s1 {
  s1: State description
  state s2
  state s3: long descr.
  state s4
  s4: long descr.
}

[*] -> s0
s0 --> s2
s2 -> s3
s3 -> s4
@enduml"
ex-00538,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with styled nested state body,,"@startuml
<style>
.foo {
  state,stateBody {
    BackGroundColor lightblue;
  }
}
</style>

state MainState <<foo>> {
  state SubA
}
@enduml","Diagram type: state
Instruction: Generate a state diagram with styled nested state body
PlantUML output:
@startuml
<style>
.foo {
  state,stateBody {
    BackGroundColor lightblue;
  }
}
</style>

state MainState <<foo>> {
  state SubA
}
@enduml"
ex-00539,state,plantuml_state_diagrams_training.jsonl,Fix this incorrect state diagram syntax,"@startuml
state1 -> state2
@enduml","@startuml
[*] --> State1
State1 --> State2
State2 --> [*]
@enduml","Diagram type: state
Instruction: Fix this incorrect state diagram syntax
Additional input: @startuml
state1 -> state2
@enduml
PlantUML output:
@startuml
[*] --> State1
State1 --> State2
State2 --> [*]
@enduml"
ex-00540,state,plantuml_state_diagrams_training.jsonl,Correct the composite state syntax in this diagram,"@startuml
state Outer
  state Inner
  Inner --> Another
@enduml","@startuml
state Outer {
  state Inner
  Inner --> Another
}
@enduml","Diagram type: state
Instruction: Correct the composite state syntax in this diagram
Additional input: @startuml
state Outer
  state Inner
  Inner --> Another
@enduml
PlantUML output:
@startuml
state Outer {
  state Inner
  Inner --> Another
}
@enduml"
ex-00541,state,plantuml_state_diagrams_training.jsonl,Fix the fork/join syntax,"@startuml
state fork
state join
fork --> State1
fork --> State2
State1 --> join
State2 --> join
@enduml","@startuml
state fork_state <<fork>>
state join_state <<join>>

[*] --> fork_state
fork_state --> State1
fork_state --> State2
State1 --> join_state
State2 --> join_state
join_state --> [*]
@enduml","Diagram type: state
Instruction: Fix the fork/join syntax
Additional input: @startuml
state fork
state join
fork --> State1
fork --> State2
State1 --> join
State2 --> join
@enduml
PlantUML output:
@startuml
state fork_state <<fork>>
state join_state <<join>>

[*] --> fork_state
fork_state --> State1
fork_state --> State2
State1 --> join_state
State2 --> join_state
join_state --> [*]
@enduml"
ex-00542,state,plantuml_state_diagrams_training.jsonl,Correct the concurrent state separator usage,"@startuml
state Active
state Region1
state Region2
@enduml","@startuml
[*] --> Active

state Active {
  [*] -> Region1
  --
  [*] -> Region2
}
@enduml","Diagram type: state
Instruction: Correct the concurrent state separator usage
Additional input: @startuml
state Active
state Region1
state Region2
@enduml
PlantUML output:
@startuml
[*] --> Active

state Active {
  [*] -> Region1
  --
  [*] -> Region2
}
@enduml"
ex-00543,state,plantuml_state_diagrams_training.jsonl,Fix the history state syntax,"@startuml
State1 --> State2 : H
@enduml","@startuml
State1 --> State2
State2 --> [H]: Resume
@enduml","Diagram type: state
Instruction: Fix the history state syntax
Additional input: @startuml
State1 --> State2 : H
@enduml
PlantUML output:
@startuml
State1 --> State2
State2 --> [H]: Resume
@enduml"
ex-00544,state,plantuml_state_diagrams_training.jsonl,Create a state diagram with all common stereotypes demonstrated,,"@startuml
state start1 <<start>>
state choice1 <<choice>>
state fork1 <<fork>>
state join2 <<join>>
state end3 <<end>>
state sdlreceive <<sdlreceive>>
state history <<history>>
state history2 <<history*>>
@enduml","Diagram type: state
Instruction: Create a state diagram with all common stereotypes demonstrated
PlantUML output:
@startuml
state start1 <<start>>
state choice1 <<choice>>
state fork1 <<fork>>
state join2 <<join>>
state end3 <<end>>
state sdlreceive <<sdlreceive>>
state history <<history>>
state history2 <<history*>>
@enduml"
ex-00545,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with specific skinparam attribute settings,,"@startuml
skinparam State {
  AttributeFontColor blue
  AttributeFontName serif
  AttributeFontSize 9
  AttributeFontStyle italic
  BackgroundColor palegreen
  BorderColor violet
  EndColor gold
  FontColor red
  FontName Sanserif
  FontSize 15
  FontStyle bold
  StartColor silver
}

state A : a a a\na
state B : b b b\nb

[*] -> A : start
A -> B : a2b
B -> [*] : end
@enduml","Diagram type: state
Instruction: Generate a state diagram with specific skinparam attribute settings
PlantUML output:
@startuml
skinparam State {
  AttributeFontColor blue
  AttributeFontName serif
  AttributeFontSize 9
  AttributeFontStyle italic
  BackgroundColor palegreen
  BorderColor violet
  EndColor gold
  FontColor red
  FontName Sanserif
  FontSize 15
  FontStyle bold
  StartColor silver
}

state A : a a a\na
state B : b b b\nb

[*] -> A : start
A -> B : a2b
B -> [*] : end
@enduml"
ex-00546,state,plantuml_state_diagrams_training.jsonl,Create a basic state transition with labels,,"@startuml
[*] -> State1
State1 --> State2 : Succeeded
State1 --> [*] : Aborted
State2 --> [*] : Finished
@enduml","Diagram type: state
Instruction: Create a basic state transition with labels
PlantUML output:
@startuml
[*] -> State1
State1 --> State2 : Succeeded
State1 --> [*] : Aborted
State2 --> [*] : Finished
@enduml"
ex-00547,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram showing proper use of [*] for start and end,,"@startuml
[*] --> InitialState
InitialState --> ProcessingState : Start Processing
ProcessingState --> FinalState : Complete
FinalState --> [*]
@enduml","Diagram type: state
Instruction: Generate a state diagram showing proper use of [*] for start and end
PlantUML output:
@startuml
[*] --> InitialState
InitialState --> ProcessingState : Start Processing
ProcessingState --> FinalState : Complete
FinalState --> [*]
@enduml"
ex-00548,state,plantuml_state_diagrams_training.jsonl,Create a state with multiple internal descriptions,,"@startuml
state MyState {
  MyState : First description line
  MyState : Second description line
  MyState : Third description line
}
@enduml","Diagram type: state
Instruction: Create a state with multiple internal descriptions
PlantUML output:
@startuml
state MyState {
  MyState : First description line
  MyState : Second description line
  MyState : Third description line
}
@enduml"
ex-00549,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with hidden arrows for layout control,,"@startuml
state A
state B
state C

A -[hidden]-> B
B -[hidden]-> C
A --> C : visible transition
@enduml","Diagram type: state
Instruction: Generate a state diagram with hidden arrows for layout control
PlantUML output:
@startuml
state A
state B
state C

A -[hidden]-> B
B -[hidden]-> C
A --> C : visible transition
@enduml"
ex-00550,state,plantuml_state_diagrams_training.jsonl,Create a state diagram with multi-line transition labels,,"@startuml
[*] --> State1
State1 --> State2 : Event occurred\nData validated\nReady to proceed
State2 --> [*]
@enduml","Diagram type: state
Instruction: Create a state diagram with multi-line transition labels
PlantUML output:
@startuml
[*] --> State1
State1 --> State2 : Event occurred\nData validated\nReady to proceed
State2 --> [*]
@enduml"
ex-00551,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram using short arrow direction notation,,"@startuml
[*] -d-> First
First -r-> Second
Second -d-> Third
Third -l-> Last
Last -u-> [*]
@enduml","Diagram type: state
Instruction: Generate a state diagram using short arrow direction notation
PlantUML output:
@startuml
[*] -d-> First
First -r-> Second
Second -d-> Third
Third -l-> Last
Last -u-> [*]
@enduml"
ex-00552,state,plantuml_state_diagrams_training.jsonl,Create a state diagram with scale directive for sizing,,"@startuml
scale 600 width
[*] --> State1
State1 --> State2
State2 --> [*]
@enduml","Diagram type: state
Instruction: Create a state diagram with scale directive for sizing
PlantUML output:
@startuml
scale 600 width
[*] --> State1
State1 --> State2
State2 --> [*]
@enduml"
ex-00553,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram demonstrating proper bracket usage for composite states,,"@startuml
state CompositeState {
  [*] --> SubState1
  SubState1 --> SubState2
  SubState2 --> [*]
}

[*] --> CompositeState
CompositeState --> [*]
@enduml","Diagram type: state
Instruction: Generate a state diagram demonstrating proper bracket usage for composite states
PlantUML output:
@startuml
state CompositeState {
  [*] --> SubState1
  SubState1 --> SubState2
  SubState2 --> [*]
}

[*] --> CompositeState
CompositeState --> [*]
@enduml"
ex-00554,state,plantuml_state_diagrams_training.jsonl,Create a state diagram with properly formatted note placement,,"@startuml
state S1
state S2

note top of S1
  Note on top
end note

note bottom of S2
  Note on bottom
end note

S1 --> S2
@enduml","Diagram type: state
Instruction: Create a state diagram with properly formatted note placement
PlantUML output:
@startuml
state S1
state S2

note top of S1
  Note on top
end note

note bottom of S2
  Note on bottom
end note

S1 --> S2
@enduml"
ex-00555,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram showing the difference between -> and -->,,"@startuml
[*] -> State1
State1 --> State2
State2 -> State3
State3 --> [*]
@enduml","Diagram type: state
Instruction: Generate a state diagram showing the difference between -> and -->
PlantUML output:
@startuml
[*] -> State1
State1 --> State2
State2 -> State3
State3 --> [*]
@enduml"
ex-00556,state,plantuml_state_diagrams_training.jsonl,Create a state diagram with self-transition,,"@startuml
[*] --> Active
Active --> Active : Self event
Active --> [*] : Terminate
@enduml","Diagram type: state
Instruction: Create a state diagram with self-transition
PlantUML output:
@startuml
[*] --> Active
Active --> Active : Self event
Active --> [*] : Terminate
@enduml"
ex-00557,state,plantuml_state_diagrams_training.jsonl,Generate a complex nested state diagram with multiple levels,,"@startuml
state Level1 {
  state Level2 {
    state Level3 {
      [*] --> DeepState
      DeepState --> [*]
    }
    [*] --> Level3
    Level3 --> [*]
  }
  [*] --> Level2
  Level2 --> [*]
}

[*] --> Level1
Level1 --> [*]
@enduml","Diagram type: state
Instruction: Generate a complex nested state diagram with multiple levels
PlantUML output:
@startuml
state Level1 {
  state Level2 {
    state Level3 {
      [*] --> DeepState
      DeepState --> [*]
    }
    [*] --> Level3
    Level3 --> [*]
  }
  [*] --> Level2
  Level2 --> [*]
}

[*] --> Level1
Level1 --> [*]
@enduml"
ex-00558,state,plantuml_state_diagrams_training.jsonl,Create a state diagram showing proper use of double pipes for vertical concurrent regions,,"@startuml
state Parallel {
  [*] -> Task1
  ||
  [*] -> Task2
  ||
  [*] -> Task3
}
@enduml","Diagram type: state
Instruction: Create a state diagram showing proper use of double pipes for vertical concurrent regions
PlantUML output:
@startuml
state Parallel {
  [*] -> Task1
  ||
  [*] -> Task2
  ||
  [*] -> Task3
}
@enduml"
ex-00559,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with color gradients on states,,"@startuml
state State1 #red-blue
state State2 #green-yellow
state State3 #orange-pink

State1 --> State2
State2 --> State3
@enduml","Diagram type: state
Instruction: Generate a state diagram with color gradients on states
PlantUML output:
@startuml
state State1 #red-blue
state State2 #green-yellow
state State3 #orange-pink

State1 --> State2
State2 --> State3
@enduml"
ex-00560,state,plantuml_state_diagrams_training.jsonl,Create a state diagram with dashed border styling,,"@startuml
state NormalState
state DashedState ##[dashed]blue
state DottedState ##[dotted]red
state BoldState ##[bold]green

NormalState --> DashedState
DashedState --> DottedState
DottedState --> BoldState
@enduml","Diagram type: state
Instruction: Create a state diagram with dashed border styling
PlantUML output:
@startuml
state NormalState
state DashedState ##[dashed]blue
state DottedState ##[dotted]red
state BoldState ##[bold]green

NormalState --> DashedState
DashedState --> DottedState
DottedState --> BoldState
@enduml"
ex-00561,state,plantuml_state_diagrams_training.jsonl,Fix this state diagram with missing @startuml and @enduml tags,State1 --> State2,"@startuml
State1 --> State2
@enduml","Diagram type: state
Instruction: Fix this state diagram with missing @startuml and @enduml tags
Additional input: State1 --> State2
PlantUML output:
@startuml
State1 --> State2
@enduml"
ex-00562,state,plantuml_state_diagrams_training.jsonl,Correct the syntax for a state with long description,How do I create a state with a long name?,"@startuml
state ""This is a Long State Name"" as LongState
[*] --> LongState
LongState --> [*]
@enduml","Diagram type: state
Instruction: Correct the syntax for a state with long description
Additional input: How do I create a state with a long name?
PlantUML output:
@startuml
state ""This is a Long State Name"" as LongState
[*] --> LongState
LongState --> [*]
@enduml"
ex-00563,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with proper transition guards/conditions,,"@startuml
state CheckValue
state ProcessLow
state ProcessHigh

CheckValue --> ProcessLow : [value < 10]
CheckValue --> ProcessHigh : [value >= 10]
@enduml","Diagram type: state
Instruction: Generate a state diagram with proper transition guards/conditions
PlantUML output:
@startuml
state CheckValue
state ProcessLow
state ProcessHigh

CheckValue --> ProcessLow : [value < 10]
CheckValue --> ProcessHigh : [value >= 10]
@enduml"
ex-00564,state,plantuml_state_diagrams_training.jsonl,Create a state diagram showing entry and exit actions,,"@startuml
state Active {
  Active : entry / startTimer()
  Active : exit / stopTimer()
  Active : do / processData()
}

[*] --> Active
Active --> [*]
@enduml","Diagram type: state
Instruction: Create a state diagram showing entry and exit actions
PlantUML output:
@startuml
state Active {
  Active : entry / startTimer()
  Active : exit / stopTimer()
  Active : do / processData()
}

[*] --> Active
Active --> [*]
@enduml"
ex-00565,state,plantuml_state_diagrams_training.jsonl,Generate a realistic login state machine,,"@startuml
[*] --> Idle

Idle --> Authenticating : login()
Authenticating --> Authenticated : success
Authenticating --> Failed : error
Failed --> Idle : retry
Authenticated --> Idle : logout()
Authenticated --> [*]
@enduml","Diagram type: state
Instruction: Generate a realistic login state machine
PlantUML output:
@startuml
[*] --> Idle

Idle --> Authenticating : login()
Authenticating --> Authenticated : success
Authenticating --> Failed : error
Failed --> Idle : retry
Authenticated --> Idle : logout()
Authenticated --> [*]
@enduml"
